date,USD,EUR,RUB,KGS,GBP,CNY,GLD,CHF,HKD,GEL,AED,INR,CAD,MYR,PLN,THB,TRY,UZS,UAH,CZK,ILS,KRW,JPY
2022-02-12,432.65625,491.08125000000007,5.740000000000002,5.190625000000002,586.75,66.60000000000001,25234.375,469.25,52.0,142.5,112.0,5.9375,342.0,96.0,109.0,14.099999999999996,36.0,3.950000000000001,16.099999999999998,19.1,125.0,35.28125,3.600000000000001
2022-02-13,431.5,491.1,5.7,5.15,588.0,66.6,25300.0,470.0,52.0,145.0,111.0,5.8,342.0,96.0,109.0,14.1,36.0,3.95,16.1,19.1,125.0,35.0,3.6
2022-02-14,432.1175675675675,491.241891891892,5.662432432432434,5.150000000000003,589.8918918918919,66.59999999999995,25483.783783783783,471.7837837837838,52.0,145.0,111.0,5.8000000000000025,342.0,96.0,109.0,14.100000000000007,36.0,3.95,16.100000000000012,19.100000000000012,125.0,35.0,3.5999999999999974
2022-02-15,431.2227272727272,490.01363636363624,5.699318181818183,5.150000000000002,590.0,66.59999999999998,25663.636363636364,472.0,52.0,145.0,111.0,5.799999999999998,342.0,96.0,109.0,14.1,36.0,3.9500000000000015,16.100000000000005,19.10000000000001,125.0,35.0,3.5999999999999996
2022-02-16,429.5709677419353,488.1032258064516,5.735161290322577,5.150000000000003,588.1935483870968,66.70967741935479,25593.548387096773,470.258064516129,52.0,145.0,111.0,5.800000000000002,342.0,96.0,109.0,14.100000000000007,36.0,3.950000000000002,16.10000000000001,19.100000000000012,125.0,35.0,3.599999999999998
2022-02-17,429.72857142857157,488.20714285714297,5.699642857142855,5.150000000000003,588.0,66.79999999999997,25617.85714285714,470.0,52.0,145.0,111.0,5.8,342.0,96.0,109.0,14.100000000000005,36.0,3.950000000000002,16.10000000000001,19.100000000000012,125.0,35.0,3.5999999999999983
2022-02-18,429.8370370370372,488.4259259259256,5.678333333333335,5.150000000000002,589.7777777777778,66.93333333333332,25881.48148148148,471.55555555555554,52.0,145.0,111.0,5.8,342.0,96.0,109.0,14.100000000000003,36.0,3.950000000000002,16.10000000000001,19.10000000000001,125.0,35.0,3.5999999999999983
2022-02-19,429.9461538461538,487.16153846153856,5.635769230769229,5.1499999999999995,590.0,66.79999999999998,25888.46153846154,472.0,52.0,145.0,111.0,5.799999999999998,342.0,96.0,109.0,14.046153846153844,34.46153846153846,3.903846153846155,15.976923076923075,19.099999999999998,125.0,34.65384615384615,3.523076923076924
2022-02-20,430.1000000000001,488.1666666666667,5.636666666666666,5.15,590.0,66.8,25850.0,472.0,52.0,145.0,111.0,5.8,342.0,96.0,109.0,14.0,34.0,3.85,15.9,19.1,125.0,34.5,3.4
2022-02-21,430.5,488.7,5.64,5.15,590.0,66.8,25850.0,472.0,52.0,145.0,111.0,5.8,342.0,96.0,109.0,14.0,34.0,3.85,15.9,19.1,125.0,34.5,3.4
2022-01-27,436.14444444444445,496.9111111111111,5.6611111111111105,5.05,588.0,67.89999999999999,25100.0,482.0,53.0,141.0,115.0,5.3999999999999995,345.0,96.0,109.0,12.700000000000001,39.0,4.05,16.7,18.900000000000002,125.0,37.5,3.6000000000000005
2022-01-28,436.1882352941177,488.3264705882352,5.654117647058825,5.049999999999999,586.2352941176471,67.89999999999999,25070.58823529412,474.3529411764706,53.0,141.0,115.0,5.400000000000001,345.0,96.0,109.0,12.699999999999998,39.0,4.049999999999999,16.699999999999996,18.9,125.0,37.5,3.600000000000001
2022-01-29,436.0,487.75,5.6499999999999995,5.049999999999999,586.0,67.89999999999999,24850.0,472.0,52.9,141.0,115.0,5.669999999999999,345.0,97.8,109.0,13.540000000000001,34.5,4.0,16.279999999999994,18.940000000000005,125.0,37.5,3.6000000000000005
2022-01-30,436.0,487.75,5.66,5.05,586.0,67.9,24850.0,472.0,52.0,141.0,115.0,6.3,345.0,96.0,109.0,14.1,34.0,3.95,16.1,19.1,125.0,37.5,3.6
2022-01-31,435.4,486.97272727272724,5.664090909090913,5.240909090909091,586.0,67.90000000000002,24863.636363636364,472.0,52.0,141.0,115.0,6.299999999999998,345.0,96.0,109.0,14.1,34.0,3.9500000000000015,16.100000000000005,19.10000000000001,125.0,37.5,3.5999999999999996
2022-11-01,468.734375,464.765625,7.214999999999997,5.400000000000001,550.0,66.5,24837.5,475.0,55.0,175.0,123.0,5.200000000000001,326.0,93.0,109.0,12.699999999999998,27.0,4.450000000000001,6.0,18.9,130.0,34.0,3.0499999999999994
2022-11-02,466.1666666666667,460.31944444444446,7.241111111111113,5.400000000000002,547.5,66.5,24800.0,475.0,55.0,175.0,123.0,5.200000000000001,326.0,93.0,109.0,12.699999999999996,27.0,4.450000000000001,6.0,18.899999999999995,130.0,34.0,3.049999999999999
2022-11-03,467.2894736842105,459.57894736842104,7.25,5.400000000000002,539.2105263157895,66.5,24663.157894736843,471.8421052631579,55.0,175.0,123.0,5.200000000000001,326.0,93.0,109.0,12.699999999999996,27.0,4.450000000000001,6.0,18.899999999999995,130.0,34.0,3.049999999999999
2022-11-04,467.9107142857143,458.32142857142856,7.230714285714286,5.4,535.0,66.5,24600.0,475.0,55.0,175.0,123.0,5.200000000000001,326.0,93.0,109.0,12.7,27.0,4.450000000000001,6.0,18.900000000000002,130.0,34.0,3.05
2022-10-05,455.125,465.5,5.85,5.05,588.0,67.9,25100.0,482.0,53.0,141.0,115.0,5.4,345.0,96.0,109.0,12.7,39.0,4.05,16.7,18.9,125.0,37.5,3.6
2022-11-05,468.2142857142857,460.85714285714283,7.18,5.3999999999999995,535.0,66.5,24814.285714285714,475.0,55.0,175.0,123.0,5.2,326.0,93.0,109.0,12.700000000000001,27.0,4.45,6.0,18.900000000000002,130.0,34.0,3.0500000000000003
2022-10-06,472.65384615384613,462.61538461538464,6.898076923076922,5.049999999999998,543.6923076923077,67.90000000000003,25328.846153846152,482.0,53.0,141.0,115.0,5.400000000000002,345.0,96.0,109.0,12.699999999999996,39.0,4.049999999999998,16.699999999999992,18.89999999999999,125.0,37.5,3.5999999999999988
2022-11-06,469.6,462.4,7.168000000000001,5.4,535.0,66.5,24900.0,475.0,55.0,175.0,123.0,5.2,326.0,93.0,109.0,12.7,27.0,4.45,6.0,18.9,130.0,34.0,3.05
2022-10-07,473.85714285714283,461.5,7.301190476190473,5.049999999999999,540.0,67.90000000000002,25950.0,482.0,53.0,141.0,115.0,5.400000000000002,345.0,96.0,109.0,12.699999999999998,39.0,4.049999999999999,16.699999999999996,18.899999999999995,125.0,37.5,3.5999999999999996
2022-11-07,468.14285714285717,462.2857142857143,7.141428571428571,5.3999999999999995,535.0,65.64285714285714,24900.0,477.14285714285717,55.0,175.0,123.0,5.2,326.0,93.0,109.0,12.700000000000001,27.0,4.45,6.0,18.900000000000002,130.0,34.0,3.0500000000000003
2022-10-08,474.44444444444446,460.3333333333333,7.247777777777778,5.05,540.0,67.89999999999999,25950.0,482.0,53.0,141.0,119.66666666666667,5.3999999999999995,345.0,96.0,109.0,12.700000000000001,28.333333333333332,4.05,9.566666666666668,18.900000000000002,125.0,37.5,3.6000000000000005
2022-10-09,474.2,461.5,7.186,5.05,540.0,67.9,25950.0,482.0,53.0,141.0,121.0,5.4,345.0,96.0,109.0,12.7,27.0,4.05,6.0,18.9,125.0,37.5,3.6
2022-10-10,474.99074074074076,462.3888888888889,7.205925925925927,5.049999999999999,535.3703703703703,66.21111111111112,25940.74074074074,488.81481481481484,53.0,141.0,121.0,5.400000000000002,345.0,96.0,109.0,12.699999999999996,27.0,4.049999999999998,6.0,18.89999999999999,125.0,37.5,3.5999999999999983
2022-10-11,477.1617647058824,463.9117647058824,7.071764705882351,5.049999999999999,535.0,67.0,25700.0,490.0,53.0,141.0,121.0,5.400000000000001,345.0,96.0,109.0,12.699999999999998,27.0,4.049999999999999,6.0,18.9,125.0,37.5,3.600000000000001
2022-10-12,479.85526315789474,467.2105263157895,7.0394736842105265,5.049999999999999,535.0,67.0,25700.0,490.0,53.0,141.0,121.0,5.400000000000002,345.0,96.0,109.0,12.699999999999996,27.0,4.049999999999999,6.0,18.899999999999995,125.0,37.5,3.6
2022-10-13,479.98387096774195,467.19354838709677,7.108064516129035,5.050000000000001,539.6774193548387,67.03225806451613,25779.032258064515,490.0,53.0,141.0,121.0,5.400000000000003,345.0,96.0,109.0,12.699999999999994,27.0,4.049999999999998,6.0,18.899999999999988,125.0,37.5,3.387096774193546
2022-10-14,477.8790322580645,466.4516129032258,7.195161290322583,5.050000000000001,540.0,68.0,25567.74193548387,490.0,53.0,141.0,121.0,5.400000000000003,345.0,96.0,109.0,12.699999999999994,27.0,4.049999999999998,6.0,18.899999999999988,125.0,37.5,3.299999999999998
2022-10-15,477.2857142857143,466.14285714285717,7.238571428571428,5.107142857142857,540.0,68.0,25492.85714285714,490.0,53.0,141.0,121.0,5.3999999999999995,345.0,96.0,109.0,12.700000000000001,27.0,4.05,6.0,18.900000000000002,125.0,37.5,3.3000000000000003
2022-10-16,478.0,466.5,7.23,5.45,540.0,68.0,25450.0,490.0,53.0,141.0,121.0,5.4,345.0,96.0,109.0,12.7,27.0,4.05,6.0,18.9,125.0,37.5,3.3
2022-10-17,476.17857142857144,464.2142857142857,7.216666666666667,5.450000000000002,540.0,68.0,25450.0,485.4761904761905,53.0,141.0,121.0,5.400000000000002,345.0,96.0,109.0,12.699999999999998,27.0,4.049999999999999,6.0,18.899999999999995,125.0,37.5,3.2999999999999985
2022-10-18,475.8421052631579,466.36842105263156,7.260526315789473,5.450000000000002,544.7368421052631,68.0,25381.57894736842,485.0,53.0,141.0,121.0,5.400000000000002,345.0,96.0,109.0,12.699999999999996,27.0,4.049999999999999,6.0,18.899999999999995,125.0,37.5,3.2999999999999985
2022-10-19,474.2261904761905,463.8809523809524,7.25,5.450000000000002,545.0,68.0,25292.85714285714,485.0,53.0,141.0,121.0,5.400000000000002,345.0,96.0,109.0,12.699999999999998,27.0,4.049999999999999,6.0,18.899999999999995,125.0,37.5,3.2999999999999985
2022-10-20,472.85869565217394,461.30434782608694,7.2586956521739125,5.450000000000002,541.304347826087,68.0,24939.130434782608,481.5217391304348,53.0,141.0,121.0,5.400000000000003,345.0,96.0,109.0,12.699999999999996,27.0,4.049999999999998,6.0,18.89999999999999,125.0,37.5,3.2999999999999985
2022-10-21,473.484375,462.59375,7.278124999999999,5.450000000000002,540.0,68.0,24784.375,480.0,53.0,141.0,121.0,5.400000000000001,345.0,96.0,109.0,12.699999999999998,27.0,4.049999999999999,6.0,18.9,125.0,37.5,3.299999999999999
