AED,CAD,CHF,CNY,CZK,EUR,GBP,GEL,HKD,ILS,INR,JPY,KGS,KRW,MYR,PLN,RUB,THB,TRY,UAH,USD,UZS,max(AED)_last_7_days,max(CAD)_last_7_days,max(CHF)_last_7_days,max(CNY)_last_7_days,max(CZK)_last_7_days,max(EUR)_last_7_days,max(GBP)_last_7_days,max(GEL)_last_7_days,max(HKD)_last_7_days,max(ILS)_last_7_days,max(INR)_last_7_days,max(JPY)_last_7_days,max(KGS)_last_7_days,max(KRW)_last_7_days,max(MYR)_last_7_days,max(PLN)_last_7_days,max(RUB)_last_7_days,max(THB)_last_7_days,max(TRY)_last_7_days,max(UAH)_last_7_days,max(USD)_last_7_days,max(UZS)_last_7_days,median(AED)_last_7_days,median(CAD)_last_7_days,median(CHF)_last_7_days,median(CNY)_last_7_days,median(CZK)_last_7_days,median(EUR)_last_7_days,median(GBP)_last_7_days,median(GEL)_last_7_days,median(HKD)_last_7_days,median(ILS)_last_7_days,median(INR)_last_7_days,median(JPY)_last_7_days,median(KGS)_last_7_days,median(KRW)_last_7_days,median(MYR)_last_7_days,median(PLN)_last_7_days,median(RUB)_last_7_days,median(THB)_last_7_days,median(TRY)_last_7_days,median(UAH)_last_7_days,median(USD)_last_7_days,median(UZS)_last_7_days,max(AED)_last_7_days.1,max(CAD)_last_7_days.1,max(CHF)_last_7_days.1,max(CNY)_last_7_days.1,max(CZK)_last_7_days.1,max(EUR)_last_7_days.1,max(GBP)_last_7_days.1,max(GEL)_last_7_days.1,max(HKD)_last_7_days.1,max(ILS)_last_7_days.1,max(INR)_last_7_days.1,max(JPY)_last_7_days.1,max(KGS)_last_7_days.1,max(KRW)_last_7_days.1,max(MYR)_last_7_days.1,max(PLN)_last_7_days.1,max(RUB)_last_7_days.1,max(THB)_last_7_days.1,max(TRY)_last_7_days.1,max(UAH)_last_7_days.1,max(USD)_last_7_days.1,max(UZS)_last_7_days.1,max(AED)_last_30_days,max(CAD)_last_30_days,max(CHF)_last_30_days,max(CNY)_last_30_days,max(CZK)_last_30_days,max(EUR)_last_30_days,max(GBP)_last_30_days,max(GEL)_last_30_days,max(HKD)_last_30_days,max(ILS)_last_30_days,max(INR)_last_30_days,max(JPY)_last_30_days,max(KGS)_last_30_days,max(KRW)_last_30_days,max(MYR)_last_30_days,max(PLN)_last_30_days,max(RUB)_last_30_days,max(THB)_last_30_days,max(TRY)_last_30_days,max(UAH)_last_30_days,max(USD)_last_30_days,max(UZS)_last_30_days,median(AED)_last_30_days,median(CAD)_last_30_days,median(CHF)_last_30_days,median(CNY)_last_30_days,median(CZK)_last_30_days,median(EUR)_last_30_days,median(GBP)_last_30_days,median(GEL)_last_30_days,median(HKD)_last_30_days,median(ILS)_last_30_days,median(INR)_last_30_days,median(JPY)_last_30_days,median(KGS)_last_30_days,median(KRW)_last_30_days,median(MYR)_last_30_days,median(PLN)_last_30_days,median(RUB)_last_30_days,median(THB)_last_30_days,median(TRY)_last_30_days,median(UAH)_last_30_days,median(USD)_last_30_days,median(UZS)_last_30_days,max(AED)_last_30_days.1,max(CAD)_last_30_days.1,max(CHF)_last_30_days.1,max(CNY)_last_30_days.1,max(CZK)_last_30_days.1,max(EUR)_last_30_days.1,max(GBP)_last_30_days.1,max(GEL)_last_30_days.1,max(HKD)_last_30_days.1,max(ILS)_last_30_days.1,max(INR)_last_30_days.1,max(JPY)_last_30_days.1,max(KGS)_last_30_days.1,max(KRW)_last_30_days.1,max(MYR)_last_30_days.1,max(PLN)_last_30_days.1,max(RUB)_last_30_days.1,max(THB)_last_30_days.1,max(TRY)_last_30_days.1,max(UAH)_last_30_days.1,max(USD)_last_30_days.1,max(UZS)_last_30_days.1,price_per_barrel,price_per_barrel_open,price_per_barrel_max,price_per_barrel_min,price_per_barrel_volume,relative_diff_lag_1,max(price_per_barrel)_last_7_days,max(price_per_barrel_open)_last_7_days,max(price_per_barrel_max)_last_7_days,max(price_per_barrel_min)_last_7_days,max(price_per_barrel_volume)_last_7_days,max(relative_diff_lag_1)_last_7_days,median(price_per_barrel)_last_7_days,median(price_per_barrel_open)_last_7_days,median(price_per_barrel_max)_last_7_days,median(price_per_barrel_min)_last_7_days,median(price_per_barrel_volume)_last_7_days,median(relative_diff_lag_1)_last_7_days,max(price_per_barrel)_last_7_days.1,max(price_per_barrel_open)_last_7_days.1,max(price_per_barrel_max)_last_7_days.1,max(price_per_barrel_min)_last_7_days.1,max(price_per_barrel_volume)_last_7_days.1,max(relative_diff_lag_1)_last_7_days.1,max(price_per_barrel)_last_30_days,max(price_per_barrel_open)_last_30_days,max(price_per_barrel_max)_last_30_days,max(price_per_barrel_min)_last_30_days,max(price_per_barrel_volume)_last_30_days,max(relative_diff_lag_1)_last_30_days,median(price_per_barrel)_last_30_days,median(price_per_barrel_open)_last_30_days,median(price_per_barrel_max)_last_30_days,median(price_per_barrel_min)_last_30_days,median(price_per_barrel_volume)_last_30_days,median(relative_diff_lag_1)_last_30_days,max(price_per_barrel)_last_30_days.1,max(price_per_barrel_open)_last_30_days.1,max(price_per_barrel_max)_last_30_days.1,max(price_per_barrel_min)_last_30_days.1,max(price_per_barrel_volume)_last_30_days.1,max(relative_diff_lag_1)_last_30_days.1
47,9,57,28,12,155,80,6,7,5,23,78,58,4,1,8,69,3,6,49,80,5,8,3,8,28,3,38,14,0,8,3,14,12,12,9,0,3,18,1,8,2,10,1,8,12,12,4,7,42,18,6,10,4,10,18,22,8,2,1,22,4,6,5,17,7,4,8,8,17,3,34,25,1,3,5,4,3,26,4,0,0,19,3,4,4,15,0,7,0,6,7,1,15,21,0,1,9,6,4,2,3,0,1,2,0,5,3,4,8,1,3,3,2,11,31,7,1,1,13,7,1,4,5,7,2,8,3,2,2,6,4,10,0,1,3,0,4,8,14,4,0,3,0,8,1,0,0,0,7,0,0,5,1,84,39,75,34,150,204,6,12,5,3,15,50,11,6,4,4,94,124,10,1,2,0,21,44,11,7,0,0,9,19,52,11,10,1,62,79,1,2,0,5,4,3
