mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_importance_type,param_learning_rate,param_max_depth,param_min_child_samples,param_n_estimators,param_num_leaves,param_reg_lambda,params,split0_test_neg_mean_squared_log_error,split1_test_neg_mean_squared_log_error,split2_test_neg_mean_squared_log_error,split3_test_neg_mean_squared_log_error,split4_test_neg_mean_squared_log_error,mean_test_neg_mean_squared_log_error,std_test_neg_mean_squared_log_error,rank_test_neg_mean_squared_log_error,split0_test_neg_median_absolute_error,split1_test_neg_median_absolute_error,split2_test_neg_median_absolute_error,split3_test_neg_median_absolute_error,split4_test_neg_median_absolute_error,mean_test_neg_median_absolute_error,std_test_neg_median_absolute_error,rank_test_neg_median_absolute_error,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2
0.43053765296936036,0.06285177019034592,0.01382441520690918,0.004984896460173253,gain,0.05,-1,5,1,80,0.01,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 1, 'num_leaves': 80, 'reg_lambda': 0.01}",-4.041291744702569,-8.803425849581107,-3.371379513288743,-2.7153672705094927,-4.60173478308854,-4.7066398322340905,2.1440818712575034,1429,-30166.908528325028,-28174.461439518214,-26245.98162609949,-25968.89911821561,-26870.318225618903,-27485.31378755545,1541.3988476016623,1234,-1316717339.257096,-1163135904.4670503,-1734471872.1989057,-2055555759.3840814,-1144801250.1544378,-1482936425.0923142,356482688.82912487,1453,-0.022766014629297393,-0.1528223177778687,-7.971769441272869e-05,-0.1323715481959311,-0.047684804198697694,-0.07114488049924153,0.06059877194302065,731
0.43138813972473145,0.02649001140912383,0.00891270637512207,0.003797095362139219,gain,0.05,-1,5,1,80,0.03,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 1, 'num_leaves': 80, 'reg_lambda': 0.03}",-4.041293327303469,-8.803428653081962,-3.3713826851546838,-2.715368458253238,-4.601737262676555,-4.706642077293981,2.1440822044401324,1433,-30166.88681351067,-28174.449745809165,-26245.982173182598,-25968.896858862536,-26870.322636734854,-27485.307645619963,1541.3902510330345,1230,-1316718081.9088416,-1163136835.347617,-1734473629.809611,-2055556451.5226297,-1144801566.7623444,-1482937313.0702088,356482862.8844501,1461,-0.022766591487324073,-0.15282324040426887,-8.073111575801484e-05,-0.1323719294835688,-0.04768509394793807,-0.07114551728777156,0.060598745469569386,739
0.4034794807434082,0.018701524153686144,0.011066818237304687,0.005631434016249463,gain,0.05,-1,5,1,100,0,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 1, 'num_leaves': 100, 'reg_lambda': 0}",-4.041291382252277,-8.803431227876256,-3.3713741782045257,-2.7153710238325433,-4.6017097466493375,-4.706635511762988,2.1440841614177506,1413,-30170.853789274206,-28174.46728684681,-26244.092987694574,-25961.108722349738,-26870.316019680664,-27484.1677611692,1544.6102090062532,1205,-1316714304.079281,-1163141871.153674,-1734467972.0852191,-2055557320.9791121,-1144796697.3955812,-1482935633.1385736,356482716.3343023,1441,-0.022763657041510843,-0.15282823155757108,-7.746892655613458e-05,-0.13237240845271314,-0.047680637662130376,-0.07114448072809632,0.06060176644527719,721
0.38622250556945803,0.021480892220346815,0.007361125946044922,0.0006632193695584895,gain,0.05,-1,5,1,100,0.01,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 1, 'num_leaves': 100, 'reg_lambda': 0.01}",-4.041292151221483,-8.803432597529518,-3.371375886324673,-2.7153716183782644,-4.60171141158457,-4.706636733007702,2.144084297623391,1417,-30170.836279339605,-28174.461439518214,-26244.092176223763,-25961.107347643847,-26870.318225618903,-27484.163093668863,1544.6038210951535,1203,-1316714683.6133246,-1163142335.0643373,-1734469168.4176798,-2055557681.0582955,-1144797001.84788,-1482936174.0003033,356482824.4551862,1447,-0.022763951846257013,-0.15282869135471433,-7.815872029004467e-05,-0.13237260681435825,-0.04768091628695448,-0.07114486500451482,0.060601700048559456,729
0.3935113430023193,0.03954463834569212,0.012527847290039062,0.003790864418426937,gain,0.05,-1,5,1,100,0.03,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 1, 'num_leaves': 100, 'reg_lambda': 0.03}",-4.041293686309234,-8.803435332438978,-3.37137907972299,-2.7153728058098863,-4.601713866489075,-4.706638954154032,2.1440846051590663,1425,-30170.801265994636,-28174.449745809165,-26244.09055338031,-25961.104598575694,-26870.322636734854,-27484.153760098932,1544.5910476179506,1201,-1316715441.6580327,-1163143261.541672,-1734470945.5435615,-2055558400.5443854,-1144797301.9788134,-1482937070.2532928,356483012.53068006,1457,-0.02276454066083544,-0.15282960961692615,-7.91833938975639e-05,-0.13237300316730272,-0.04768119095700585,-0.07114550555919355,0.060601672071674294,737
0.5620617389678955,0.019843346118427592,0.013803243637084961,0.0025794722101054606,gain,0.05,-1,5,20,20,0,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 20, 'num_leaves': 20, 'reg_lambda': 0}",-4.039661336834901,-8.781844648807477,-3.3499917387918656,-2.696322137701393,-4.591054974393947,-4.691774967305916,2.142254930257127,1009,-29658.36612005536,-28330.61310213182,-25664.861688074005,-25965.225906744978,-27736.990300619113,-27471.211423525056,1491.5593898180198,1071,-1313546895.0531106,-1158841783.8461683,-1722919756.0577934,-2032709324.737799,-1159418653.725918,-1477487282.6841578,345857679.4932329,109,-0.020303358076947164,-0.1485662733483475,0.006581120820385422,-0.11978582657146908,-0.06106217568271188,-0.06862730257181804,0.058405779392396225,109
0.6339043617248535,0.022970506951233913,0.015248346328735351,0.004075560292352444,gain,0.05,-1,5,20,20,0.01,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 20, 'num_leaves': 20, 'reg_lambda': 0.01}",-4.039669751658642,-8.78185721185277,-3.3500042251592848,-2.6963275910094553,-4.591067844173483,-4.691785324770728,2.1422565140334706,1013,-29658.363751263278,-28330.61580144616,-25664.856844469006,-25965.2214412021,-27736.982003528854,-27471.20796838188,1491.5607854050343,1067,-1313548314.1691175,-1158843713.3166893,-1722922578.3403347,-2032710646.225936,-1159416619.8055832,-1477488374.371532,345858388.3763855,113,-0.020304460381579403,-0.14856818571015284,0.006579493519549784,-0.11978655455734866,-0.061060314305090735,-0.06862800428692437,0.058405877144845575,113
0.575383996963501,0.03498344816781657,0.009655380249023437,0.0010961538317804814,gain,0.05,-1,5,20,20,0.03,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 20, 'num_leaves': 20, 'reg_lambda': 0.03}",-4.03968656272262,-8.781882308886775,-3.350029164979843,-2.6963384868529006,-4.591093554000775,-4.691806015488583,2.142259678040604,1019,-29658.359026376544,-28330.621154061264,-25664.84721104376,-25965.212522475093,-27736.965487148296,-27471.20108022099,1491.563562272392,1063,-1313551150.6393998,-1158847569.4276893,-1722928219.698853,-2032713286.6925647,-1159412558.921446,-1477490557.0759904,345859804.31003344,117,-0.020306663622411847,-0.14857200762881573,0.006576240766752228,-0.11978800914658594,-0.061056597916240074,-0.06862940750946027,0.05840607226969318,117
0.7420658111572266,0.0772034854332978,0.015241670608520507,0.003043690928773025,gain,0.05,-1,5,20,40,0,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 20, 'num_leaves': 40, 'reg_lambda': 0}",-4.035242696783872,-8.775612467973765,-3.3448783845215537,-2.6936843530020025,-4.587574653801764,-4.687398511216591,2.1413090295554396,922,-29756.43697327434,-28195.093827173616,-25554.075986009942,-25904.58367085873,-27784.5125522937,-27438.94060192207,1547.1873135721212,973,-1311880926.0391665,-1158488465.5818977,-1721223031.3668692,-2030657192.4244719,-1160772518.037151,-1476604426.6899114,344933071.7324085,37,-0.01900930927992217,-0.14821608797554187,0.007559435878186527,-0.118655340942881,-0.06230118818871189,-0.06812449810177408,0.05855305187737568,37
0.6692602157592773,0.05720796899367437,0.017025279998779296,0.003232787703888652,gain,0.05,-1,5,20,40,0.01,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 20, 'num_leaves': 40, 'reg_lambda': 0.01}",-4.035251345127829,-8.775627589209098,-3.3448925752923127,-2.693690267427468,-4.587587783006675,-4.687409912012677,2.1413112735210453,926,-29756.473157903714,-28195.049804634837,-25554.089758524176,-25904.589026113477,-27784.516815173403,-27438.943712469925,1547.1896233896196,977,-1311882126.3583488,-1158490497.067145,-1721225616.3415048,-2030658732.1032472,-1160769546.9062026,-1476605303.7552898,344933987.74383426,41,-0.0190102416331539,-0.14821810144750347,0.007557945406795663,-0.11865618912636156,-0.06229846910647319,-0.06812501118133929,0.05855326148241188,41
