AED,CAD,CHF,CNY,CZK,EUR,GBP,GEL,HKD,ILS,INR,JPY,KGS,KRW,MYR,PLN,RUB,THB,TRY,UAH,USD,UZS,price_per_barrel,price_per_barrel_open,price_per_barrel_max,price_per_barrel_min,price_per_barrel_volume,relative_diff_lag_1
91,28,143,116,72,313,139,12,29,26,79,113,114,48,8,18,232,15,42,64,180,9,179,110,124,83,330,283
